"DISPATCHED","DESCRIPTION","ADDRESS","GRID","REPORT"
"04-19-2023 08:17 PM","INFORMATION","2100 BLOCK W SAINT CONRAD ST","114","164747"
"04-19-2023 08:16 PM","DISTURBANCE","4300 BLOCK N 40TH ST","86","164746"
"04-19-2023 08:14 PM","RESID/COMMERIAL ALARM","1900 BLOCK W STATE ST","138","164742"
"04-19-2023 08:14 PM","MISDEMEANOR","4200 BLOCK E LAKE AVE","100","164688"
"04-19-2023 08:14 PM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W CLEVELAND ST","157","164745"
"04-19-2023 08:13 PM","MISDEMEANOR","1300 BLOCK E HILLSBOROUGH AVE","71","164725"
"04-19-2023 08:13 PM","RESID/COMMERIAL ALARM","5700 BLOCK S MACDILL AVE","192","164741"
"04-19-2023 08:12 PM","MISDEMEANOR","10100 BLOCK N FLORIDA AVE","11","164735"
"04-19-2023 08:12 PM","SUSPICIOUS VEHICLE","E 23RD AVE / N AV REPUBLICA DE CUBA","107","164731"
"04-19-2023 08:08 PM","HIT AND RUN","6300 BLOCK COMMERCE PALMS DR","227","164737"
"04-19-2023 08:08 PM","FIGHT","N 17TH ST / E JUNEAU ST","39","164734"
"04-19-2023 08:07 PM","INFORMATION","3800 BLOCK OSBORNE OAKS WAY","74","164738"
"04-19-2023 08:05 PM","DISTURBANCE","2600 BLOCK W POWHATAN AVE","66","164721"
"04-19-2023 08:03 PM","VEHICLE STOP/TRAFFIC","N TAMPA ST / W 7TH AVE","115","164733"
"04-19-2023 08:02 PM","ANIMAL NUISANCE","2300 BLOCK E BUSCH BLVD","31","164695"
"04-19-2023 08:01 PM","DISTURBANCE","2000 BLOCK E WILDER AVE","72","164722"
"04-19-2023 08:00 PM","JUVENILE CURFEW LAW","1700 BLOCK W WALNUT ST","123","164729"
"04-19-2023 07:59 PM","VEHICLE STOP/TRAFFIC","BRUCE B DOWNS BLVD / AMBERLY DR","230","164727"
"04-19-2023 07:58 PM","INFORMATION","1300 BLOCK E NORFOLK ST","45","164699"
"04-19-2023 07:57 PM","DISTURBANCE","3500 BLOCK CONE CT","96","164623"
"04-19-2023 07:57 PM","VEHICLE STOP/TRAFFIC","E CRENSHAW ST / E PARK CIR","45","164726"
"04-19-2023 07:56 PM","ASSAULT/BATTERY","1100 BLOCK RAY CHARLES BLVD","141","164686"
"04-19-2023 07:55 PM","SUSPICIOUS VEHICLE","800 BLOCK S BERMUDA BLVD","147","164684"
"04-19-2023 07:55 PM","INFORMATION","4600 BLOCK E HILLSBOROUGH AVE","63","164646"
"04-19-2023 07:53 PM","RECKLESS DRIVING","N FLORIDA AVE / E VIRGINIA AVE","94","164724"
"04-19-2023 07:51 PM","NATURE UNKNOWN","3400 BLOCK W COLUMBUS DR","112","164718"
"04-19-2023 07:50 PM","MENTALLY ILL PERSON","GRID ONLY","190","164720"
"04-19-2023 07:47 PM","INFORMATION","5300 BLOCK E 20TH AVE","132","163931"
"04-19-2023 07:45 PM","GRAND THEFT","1100 BLOCK E YUKON ST","29","164556"
"04-19-2023 07:41 PM","LOST/FOUND PROPERTY","6000 BLOCK N NEBRASKA AVE","59","164525"
"04-19-2023 07:41 PM","GRAND THEFT","8600 BLOCK N FLORIDA AVE","28","164589"
"04-19-2023 07:39 PM","DISTURBANCE","4600 BLOCK WEBSTER ST","86","164706"
"04-19-2023 07:37 PM","DISTURBANCE","7800 BLOCK W COURTNEY CAMPBELL CSWY","117","164712"
"04-19-2023 07:36 PM","MISDEMEANOR","1100 BLOCK E TWIGGS ST","142","164673"
"04-19-2023 07:35 PM","INFORMATION","1300 BLOCK E 113TH AVE","4","164709"
"04-19-2023 07:34 PM","DISTURBANCE","4900 BLOCK N MACDILL AVE","66","164654"
"04-19-2023 07:34 PM","VEHICLE STOP/TRAFFIC","6200 BLOCK S DALE MABRY HWY","192","164710"
"04-19-2023 07:33 PM","RESID/COMMERIAL ALARM","1900 BLOCK W STATE ST","138","164696"
"04-19-2023 07:32 PM","MENTALLY ILL PERSON","GRID ONLY","156","164704"
"04-19-2023 07:32 PM","VEHICLE STOP/TRAFFIC","N DALE MABRY HWY / W GRAY ST","151","164708"
"04-19-2023 07:31 PM","MENTALLY ILL PERSON","GRID ONLY","98","164703"
"04-19-2023 07:30 PM","VEHICLE STOP/TRAFFIC","COMMERCE PARK BLVD / TECHNOLOGY DR","238","164705"
"04-19-2023 07:30 PM","DISTURBANCE","2800 BLOCK N NEBRASKA AVE","106","164655"
"04-19-2023 07:29 PM","INFORMATION","SCOTT ST / N GOVERNOR ST","141","164702"
"04-19-2023 07:25 PM","MENTALLY ILL PERSON","GRID ONLY","54","164670"
"04-19-2023 07:25 PM","DOMESTIC DISPUTE","3800 BLOCK W TAMPA BAY BLVD","89","164698"
"04-19-2023 07:21 PM","RESID/COMMERIAL ALARM","1700 BLOCK E BUSCH BLVD","30","164694"
"04-19-2023 07:20 PM","RESID/COMMERIAL ALARM","300 BLOCK S MAGNOLIA AVE","162","164693"
"04-19-2023 07:18 PM","TRAFFIC LIGHT OUT","S PLANT AVE / W PLATT ST","162","164680"
"04-19-2023 07:18 PM","FIRE","1700 BLOCK N MACDILL AVE","121","164691"
"04-19-2023 07:17 PM","FOLLOW UP INVESTIGATION","5100 BLOCK BURCHETTE RD","222","164675"
"04-19-2023 07:14 PM","RESID/COMMERIAL ALARM","400 BLOCK S FLORIDA AVE","144","164679"
"04-19-2023 07:14 PM","FIRE","1900 BLOCK W NORTH B ST","154","164687"
"04-19-2023 07:14 PM","FIRE","W KENNEDY BLVD / S PACKWOOD AVE","160","164685"
"04-19-2023 07:14 PM","SUSPICIOUS PERSON","3600 BLOCK N AVON AVE","95","164653"
"04-19-2023 07:13 PM","LOST/FOUND PROPERTY","1200 BLOCK E CRENSHAW ST","45","164683"
"04-19-2023 07:13 PM","NATURE UNKNOWN","1800 BLOCK N WEST SHORE BLVD","119","164672"
"04-19-2023 07:13 PM","BUILDING CHECK","9200 BLOCK N 29TH ST","22","164649"
"04-19-2023 07:12 PM","RECKLESS DRIVING","E DAVIS BLVD / CHESAPEAKE AVE","133","164678"
"04-19-2023 07:12 PM","HIT AND RUN","1 TAMPA GENERAL CIR","133","164676"
"04-19-2023 07:10 PM","FIRE","E WATERS AVE / ROWLETT PARK DR","30","164677"
"04-19-2023 07:08 PM","FOLLOW UP INVESTIGATION","E LAKE AVE / CONE CT","96","164657"
"04-19-2023 07:07 PM","MISDEMEANOR","5000 BLOCK E FOWLER AVE","8","164656"
"04-19-2023 07:06 PM","RESID/COMMERIAL ALARM","3700 BLOCK E POWHATAN AVE","62","164671"
"04-19-2023 07:06 PM","FIRE","3900 BLOCK E CHELSEA ST","86","164665"
"04-19-2023 07:01 PM","PETTY THEFT","1500 BLOCK E 7TH AVE","128","164631"
"04-19-2023 07:00 PM","RESID/COMMERIAL ALARM","7100 BLOCK N NEBRASKA AVE","44","164667"
"04-19-2023 07:00 PM","RECKLESS DRIVING","W EVERETT AVE / INTERBAY BLVD","196","164664"
"04-19-2023 06:59 PM","TRAFFIC CRASH","N 30TH ST / E 98TH AVE","22","164662"
"04-19-2023 06:59 PM","NATURE UNKNOWN","S 50TH ST / SELMON E 50TH RAMP","135","164660"
"04-19-2023 06:57 PM","RESID/COMMERIAL ALARM","5300 BLOCK AMBROSE CT","225","164659"
"04-19-2023 06:54 PM","ABANDONED VEHICLE","5400 BLOCK SCHIPMAN CT","63","164450"
"04-19-2023 06:54 PM","DISTURBANCE","2700 BLOCK E BUSCH BLVD","31","164651"
"04-19-2023 06:53 PM","INFORMATION","4000 BLOCK W SANTIAGO ST","174","164641"
"04-19-2023 06:52 PM","VEHICLE STOP/TRAFFIC","E DR MARTIN LUTHER KING JR BLVD / N 30TH ST","98","164650"
"04-19-2023 06:52 PM","AGG ASSAULT/BATTERY","N HOWARD AVE / W ARCH ST","138","164647"
"04-19-2023 06:51 PM","BUILDING CHECK","7700 BLOCK W COURTNEY CAMPBELL CSWY","117","164632"
"04-19-2023 06:47 PM","INFORMATION","N FLORIDA AVE / W LINEBAUGH AVE","18","164644"
"04-19-2023 06:42 PM","BUILDING CHECK","4700 BLOCK N HIMES AVE","78","164643"
"04-19-2023 06:42 PM","RECKLESS DRIVING","3000 BLOCK W DE LEON ST","159","164638"
"04-19-2023 06:39 PM","TRAFFIC CRASH","E DR MARTIN LUTHER KING JR BLVD / N CENTRAL AVE","95","164637"
"04-19-2023 06:39 PM","AUTO BURGLARY","1200 BLOCK E CRENSHAW ST","45","164458"
"04-19-2023 06:38 PM","MENTALLY ILL PERSON","GRID ONLY","20","164640"
"04-19-2023 06:38 PM","INFORMATION","1000 BLOCK W WOODLAWN AVE","93","164636"
"04-19-2023 06:36 PM","BURG OF A STRUCTURE","5100 BLOCK BURCHETTE RD","222","164626"
"04-19-2023 06:34 PM","DISTURBANCE","E LAKE AVE / N NEBRASKA AVE","95","164635"
"04-19-2023 06:33 PM","MISDEMEANOR","1400 BLOCK E HILLSBOROUGH AVE","59","164619"
"04-19-2023 06:32 PM","HIT AND RUN","N 34TH ST / E 33RD AVE","99","164625"
"04-19-2023 06:32 PM","NATURE UNKNOWN","2100 BLOCK W MARJORY AVE","172","164633"
"04-19-2023 06:32 PM","TRAFFIC CRASH","W WATERS AVE / N ROME AVE","34","164528"
"04-19-2023 06:31 PM","BUILDING CHECK","4000 BLOCK W OSBORNE AVE","68","164634"
"04-19-2023 06:31 PM","RESID/COMMERIAL ALARM","4700 BLOCK N CENTRAL AVE","82","164629"
"04-19-2023 06:30 PM","ASSAULT/BATTERY","1900 BLOCK E 19TH AVE","108","164612"
"04-19-2023 06:27 PM","INFORMATION","400 BLOCK N FRANKLIN ST","143","164628"
"04-19-2023 06:26 PM","INFORMATION","9700 BLOCK N 19TH ST","21","164587"
"04-19-2023 06:19 PM","STREET OBSTRUCTION","W DR MARTIN LUTHER KING JR BLVD / N ARMENIA AVE","91","164617"
"04-19-2023 06:18 PM","DISABLED VEHICLE","W BEACH ST / N MACDILL AVE","112","164615"
"04-19-2023 06:18 PM","RESID/COMMERIAL ALARM","1800 BLOCK E PALM AVE","128","164618"
"04-19-2023 06:18 PM","MISDEMEANOR","9900 BLOCK N NEBRASKA AVE","20","164620"
"04-19-2023 06:15 PM","FOLLOW UP INVESTIGATION","N 22ND ST / E 31ST AVE","98","164614"
"04-19-2023 06:12 PM","DISTURBANCE","3800 BLOCK N NEBRASKA AVE","95","164611"
"04-19-2023 06:12 PM","FOLLOW UP INVESTIGATION","8400 BLOCK N ARMENIA AVE","25","164599"
"04-19-2023 06:11 PM","NATURE UNKNOWN","3800 BLOCK W IOWA AVE","191","164598"
"04-19-2023 06:11 PM","TRAFFIC CRASH","E ZACK ST / N ASHLEY DR","143","164602"
"04-19-2023 06:10 PM","AUTO BURGLARY","900 BLOCK ALICIA AVE","49","164548"
"04-19-2023 06:09 PM","LOST/FOUND PROPERTY","S FERDINAND AVE / W EMPEDRADO ST","175","164584"
"04-19-2023 06:07 PM","FELONY","2600 BLOCK E 19TH AVE","109","164607"
"04-19-2023 06:06 PM","VEHICLE STOP/TRAFFIC","800 BLOCK S DAVIS BLVD","133","164606"
"04-19-2023 06:04 PM","INFORMATION","4900 BLOCK N 34TH ST","74","164605"
"04-19-2023 06:04 PM","DISABLED VEHICLE","N LOIS AVE / W HILLSBOROUGH AVE","64","164600"
"04-19-2023 06:02 PM","MISDEMEANOR","800 BLOCK E HILLSBOROUGH AVE","70","164590"
"04-19-2023 06:01 PM","MENTALLY ILL PERSON","GRID ONLY","25","164593"
"04-19-2023 06:01 PM","ASSAULT/BATTERY","8600 BLOCK CARLEY SOUND CIR","250","164567"
"04-19-2023 06:00 PM","VEHICLE STOP/TRAFFIC","MACHADO ST / E LAKE AVE","98","164603"
"04-19-2023 05:58 PM","DISTURBANCE","1400 BLOCK E MOHAWK AVE","59","164575"
"04-19-2023 05:57 PM","FIGHT","N 16TH ST / E BOUGAINVILLEA AVE","13","164594"
"04-19-2023 05:56 PM","VEHICLE STOP/TRAFFIC","N 22ND ST / E 31ST AVE","98","164601"
"04-19-2023 05:55 PM","INFORMATION","1900 BLOCK E OSBORNE AVE","84","164557"
"04-19-2023 05:53 PM","DISTURBANCE","300 BLOCK W PLATT ST","162","164597"
"04-19-2023 05:51 PM","INFORMATION","4900 BLOCK N MACDILL AVE","66","164582"
"04-19-2023 05:50 PM","FOLLOW UP INVESTIGATION","8400 BLOCK N ARMENIA AVE","25","164595"
"04-19-2023 05:48 PM","MISDEMEANOR","N DALE MABRY HWY / I275","151","164592"
"04-19-2023 05:47 PM","MENTALLY ILL PERSON","GRID ONLY","222","164591"
"04-19-2023 05:47 PM","DOMESTIC DISPUTE","2800 BLOCK MARCONI ST","147","164586"
"04-19-2023 05:47 PM","INFORMATION","3500 BLOCK N 22ND ST","97","163927"
"04-19-2023 05:45 PM","MISDEMEANOR","9900 BLOCK N NEBRASKA AVE","20","164588"
"04-19-2023 05:44 PM","SUSPICIOUS VEHICLE","S STERLING AVE / W WYOMING AVE","192","164583"
"04-19-2023 05:43 PM","DISTURBANCE","1600 BLOCK W KENNEDY BLVD","155","164581"
"04-19-2023 05:43 PM","NATURE UNKNOWN","1200 BLOCK S HOWARD AVE","172","164572"
"04-19-2023 05:39 PM","MISDEMEANOR","9400 BLOCK TAKOMAH TRL","24","164563"
"04-19-2023 05:36 PM","DISTURBANCE","SCOTT ST / N MARION ST","140","164577"
"04-19-2023 05:34 PM","ASSAULT/BATTERY","1100 BLOCK N BOULEVARD","139","164574"
"04-19-2023 05:31 PM","MISDEMEANOR","9000 BLOCK N FLORIDA AVE","28","164484"
"04-19-2023 05:30 PM","RESID/COMMERIAL ALARM","4900 BLOCK W PRESCOTT ST","194","164569"
"04-19-2023 05:28 PM","MENTALLY ILL PERSON","GRID ONLY","75","164559"
"04-19-2023 05:27 PM","TRAFFIC CRASH","COMMERCE PALMS DR / COMPTON DR","227","164566"
"04-19-2023 05:26 PM","DOMESTIC DISPUTE","16100 BLOCK COMPTON PALMS DR","226","164565"
"04-19-2023 05:24 PM","NATURE UNKNOWN","100 BLOCK LADOGA AVE","133","164560"
"04-19-2023 05:23 PM","MISDEMEANOR","2600 BLOCK E 19TH AVE","109","164562"
"04-19-2023 05:23 PM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E 7TH AVE","126","164561"
"04-19-2023 05:23 PM","ASSAULT/BATTERY","1400 BLOCK W CHESTNUT ST","124","164551"
"04-19-2023 05:22 PM","INFORMATION","N WEST SHORE BLVD / W UNION ST","118","164543"
"04-19-2023 05:22 PM","DOMESTIC DISPUTE","5000 BLOCK E 18TH AVE","111","164558"
"04-19-2023 05:20 PM","RESID/COMMERIAL ALARM","4700 BLOCK W FAIRVIEW HTS","190","164554"
"04-19-2023 05:18 PM","MENTALLY ILL PERSON","GRID ONLY","84","164555"
"04-19-2023 05:12 PM","TRAFFIC CRASH","W HILLSBOROUGH AVE / N HIMES AVE","65","164547"
"04-19-2023 05:12 PM","TRAFFIC CRASH","11600 BLOCK N NEBRASKA AVE","3","164501"
"04-19-2023 05:08 PM","DISTURBANCE","10600 BLOCK N 30TH ST","14","164550"
"04-19-2023 05:07 PM","TRAFFIC CRASH","3900 BLOCK E HILLSBOROUGH AVE","62","164468"
"04-19-2023 05:07 PM","DOMESTIC DISPUTE","N 32ND ST / E 21ST AVE","110","164546"
"04-19-2023 05:07 PM","VEHICLE STOP/TRAFFIC","N 36TH ST / E CHELSEA ST","86","164553"
"04-19-2023 05:04 PM","NARCOTIC LAW (DRUGS)","E COLUMBUS DR / N NEBRASKA AVE","116","164541"
"04-19-2023 05:04 PM","AUTO BURGLARY","3100 BLOCK W WALLCRAFT AVE","182","164549"
"04-19-2023 05:03 PM","STREET OBSTRUCTION","LYFORD CAY RD / SAINT CROIX DR","168","164498"
"04-19-2023 05:00 PM","LANDLORD/TENANT DISPUTE","3400 BLOCK E 28TH AVE","99","164542"
"04-19-2023 04:59 PM","VEHICLE STOP/TRAFFIC","E HENRY AVE / N 34TH ST","62","164545"
"04-19-2023 04:59 PM","INFORMATION","400 BLOCK N HUBERT AVE","150","164544"
"04-19-2023 04:57 PM","NATURE UNKNOWN","2000 BLOCK N 49TH ST","131","164537"
"04-19-2023 04:55 PM","TRAFFIC CRASH","N LOIS AVE / W BOY SCOUT BLVD","120","164538"
"04-19-2023 04:55 PM","TRAFFIC CRASH","CROSS CREEK BLVD / MORRIS BRIDGE RD","260","164536"
"04-19-2023 04:54 PM","VEHICLE STOP/TRAFFIC","W COLUMBUS DR / N FREMONT AVE","114","164539"
"04-19-2023 04:54 PM","BUILDING CHECK","5600 BLOCK ROSEMONT AVE","66","164534"
"04-19-2023 04:52 PM","BUILDING CHECK","1000 BLOCK E 26TH AVE","96","164535"
"04-19-2023 04:49 PM","INFORMATION","6000 BLOCK N FLORIDA AVE","58","164533"
"04-19-2023 04:49 PM","TRAFFIC CRASH","E BOUGAINVILLEA AVE / N FLORIDA AVE","10","164526"
"04-19-2023 04:48 PM","GRAND THEFT","5800 BLOCK E BROADWAY AVE","132","164523"
"04-19-2023 04:47 PM","ASSAULT/BATTERY","N CONNECHUSETT RD / TAKOMAH TRL","24","164499"
"04-19-2023 04:47 PM","MISDEMEANOR","5900 BLOCK N NEBRASKA AVE","59","164395"
"04-19-2023 04:43 PM","MISDEMEANOR","1 TAMPA GENERAL CIR","133","164529"
"04-19-2023 04:41 PM","LOST/FOUND PROPERTY","1700 BLOCK E HILLSBOROUGH AVE","60","164524"
"04-19-2023 04:40 PM","ASSAULT/BATTERY","300 BLOCK E WOODLAWN AVE","95","164520"
"04-19-2023 04:38 PM","MISDEMEANOR","9400 BLOCK TAKOMAH TRL","24","164518"
"04-19-2023 04:38 PM","INFORMATION","5000 BLOCK E COLUMBUS DR","132","164519"
"04-19-2023 04:37 PM","VEHICLE STOP/TRAFFIC","E LAKE AVE / N 37TH ST","99","164522"
"04-19-2023 04:33 PM","TRAFFIC CRASH","E 7TH AVE / N FRANKLIN ST","115","164481"
"04-19-2023 04:32 PM","SUSPICIOUS PERSON","E CHELSEA ST / N SEMINOLE AVE","82","164515"
"04-19-2023 04:31 PM","VEHICLE STOP/TRAFFIC","S FREMONT AVE / W CLEVELAND ST","160","164517"
"04-19-2023 04:31 PM","NATURE UNKNOWN","1000 BLOCK N FLORIDA AVE","140","164506"
"04-19-2023 04:29 PM","MISDEMEANOR","4700 BLOCK W KENNEDY BLVD","150","164459"
"04-19-2023 04:29 PM","PETTY THEFT","2500 BLOCK W HILLSBOROUGH AVE","56","164497"
"04-19-2023 04:28 PM","PROJECT","N 34TH ST / E LOUISIANA AVE","74","164512"
"04-19-2023 04:26 PM","INFORMATION","3700 BLOCK W WALLACE AVE","192","164504"
"04-19-2023 04:25 PM","FIRE","300 BLOCK W EMMA ST","81","164505"
"04-19-2023 04:25 PM","TRAFFIC CRASH","N NEBRASKA AVE / E CHILKOOT AVE","11","164508"
"04-19-2023 04:24 PM","ASSAULT/BATTERY","10800 BLOCK MCKINLEY DR","7","164500"
"04-19-2023 04:22 PM","DISTURBANCE","2800 BLOCK N ARMENIA AVE","114","164428"
"04-19-2023 04:21 PM","AGG ASSAULT/BATTERY","2900 BLOCK N CENTRAL AVE","106","164479"
"04-19-2023 04:21 PM","ASSAULT/BATTERY","4500 BLOCK W MCELROY AVE","186","164494"
"04-19-2023 04:21 PM","PETTY THEFT","1700 BLOCK E HILLSBOROUGH AVE","60","164503"
"04-19-2023 04:19 PM","MISDEMEANOR","1500 BLOCK N DALE MABRY HWY","121","164447"
"04-19-2023 04:18 PM","MENTALLY ILL PERSON","GRID ONLY","110","164496"
"04-19-2023 04:16 PM","INFORMATION","2900 BLOCK HABANA WAY","78","164444"
"04-19-2023 04:16 PM","INFORMATION","1500 BLOCK N DALE MABRY HWY","121","164495"
"04-19-2023 04:15 PM","DISTURBANCE","300 BLOCK W EMMA ST","81","164491"
"04-19-2023 04:15 PM","TRAFFIC CRASH","W HILLSBOROUGH AVE / N LEE PL","80","164338"
"04-19-2023 04:15 PM","VEHICLE STOP/TRAFFIC","1200 BLOCK N 34TH ST","130","164493"
"04-19-2023 04:13 PM","RESID/COMMERIAL ALARM","2800 BLOCK OLD BAYSHORE WAY","198","164476"
"04-19-2023 04:11 PM","MENTALLY ILL PERSON","GRID ONLY","250","164485"
"04-19-2023 04:09 PM","MENTALLY ILL PERSON","GRID ONLY","54","164469"
"04-19-2023 04:09 PM","MENTALLY ILL PERSON","GRID ONLY","242","164483"
"04-19-2023 04:08 PM","VEHICLE STOP/TRAFFIC","N 22ND ST / E 20TH AVE","108","164482"
"04-19-2023 04:08 PM","MISDEMEANOR","3700 BLOCK HENDERSON BLVD","165","164477"
"04-19-2023 04:07 PM","TRAFFIC CRASH","E 93RD AVE / N 21ST ST","21","164478"
"04-19-2023 04:07 PM","INFORMATION","4900 BLOCK N 34TH ST","74","164474"
"04-19-2023 04:02 PM","BUILDING CHECK","COURTLAND ST / E PALIFOX ST","86","164475"
"04-19-2023 04:00 PM","LOST/FOUND PROPERTY","900 BLOCK N FRANKLIN ST","140","164471"
"04-19-2023 04:00 PM","STOLEN VEHICLE","9600 BLOCK N FLORIDA AVE","18","164420"
"04-19-2023 03:58 PM","DOMESTIC DISPUTE","1700 BLOCK W FERN ST","48","164460"
"04-19-2023 03:57 PM","MENTALLY ILL PERSON","GRID ONLY","29","164433"
"04-19-2023 03:56 PM","TRAFFIC CRASH","S LOIS AVE / W KENNEDY BLVD","156","164464"
"04-19-2023 03:56 PM","POLICE SERVICE CALL","1100 BLOCK W SPRUCE ST","124","164467"
"04-19-2023 03:54 PM","TRAFFIC CRASH","S CLARK AVE / W ESTRELLA ST","169","164461"
"04-19-2023 03:54 PM","OFFENSES AGST FAMILY","GRID ONLY","105","164451"
"04-19-2023 03:53 PM","BUILDING CHECK","4300 BLOCK N 40TH ST","86","164466"
"04-19-2023 03:51 PM","VEHICLE STOP/TRAFFIC","ROWLETT PARK DR / E MULBERRY DR","39","164465"
"04-19-2023 03:49 PM","ABANDONED VEHICLE","1500 BLOCK E PALM AVE","128","164348"
"04-19-2023 03:48 PM","DISABLED VEHICLE","N 40TH ST / E LAKE AVE","99","164457"
"04-19-2023 03:46 PM","DOMESTIC DISPUTE","1700 BLOCK E BUSCH BLVD","30","164413"
"04-19-2023 03:45 PM","INFORMATION","1800 BLOCK W CLUSTER AVE","41","164445"
"04-19-2023 03:41 PM","DISTURBANCE","4200 BLOCK E BUSCH BLVD","32","164410"
"04-19-2023 03:40 PM","TRAFFIC CRASH","N ARMENIA AVE / W UNION ST","122","164453"
"04-19-2023 03:39 PM","INFORMATION","8400 BLOCK N JONES AVE","25","164452"
"04-19-2023 03:36 PM","NATURE UNKNOWN","5600 BLOCK W LA SALLE ST","117","164448"
"04-19-2023 03:35 PM","MENTALLY ILL PERSON","GRID ONLY","78","164436"
"04-19-2023 03:32 PM","ASSAULT/BATTERY","1400 BLOCK W CHESTNUT ST","124","164257"
"04-19-2023 03:30 PM","DISTURBANCE","3700 BLOCK W MCKAY AVE","165","164387"
"04-19-2023 03:30 PM","PETTY THEFT","4000 BLOCK W NEPTUNE ST","164","164425"
"04-19-2023 03:29 PM","DOMESTIC DISPUTE","9500 BLOCK N ASHLEY ST","18","164440"
"04-19-2023 03:28 PM","TRAFFIC CRASH","S PLANT AVE / W KENNEDY BLVD","162","164424"
"04-19-2023 03:28 PM","HIT AND RUN","W SPRUCE ST / N DALE MABRY HWY","120","164283"
"04-19-2023 03:26 PM","BUILDING CHECK","18200 BLOCK CRANE NEST DR","240","164441"
"04-19-2023 03:26 PM","PETTY THEFT","1500 BLOCK E FOWLER AVE","5","164302"
"04-19-2023 03:25 PM","SUSPICIOUS VEHICLE","7000 BLOCK N DAKOTA AVE","42","164405"
"04-19-2023 03:25 PM","TRAFFIC CRASH","N HIMES AVE / W COLUMBUS DR","112","164437"
"04-19-2023 03:25 PM","VEHICLE STOP/TRAFFIC","BAYSHORE BLVD / S ROME AVE","172","164435"
"04-19-2023 03:24 PM","MENTALLY ILL PERSON","GRID ONLY","85","164432"
"04-19-2023 03:24 PM","INFORMATION","2700 BLOCK W HILLSBOROUGH AVE","66","164430"
"04-19-2023 03:23 PM","TRAFFIC CRASH","N NEBRASKA AVE / E FOWLER AVE","3","164398"
"04-19-2023 03:22 PM","INFORMATION","E CHELSEA ST / N NEBRASKA AVE","82","164427"
"04-19-2023 03:20 PM","MENTALLY ILL PERSON","GRID ONLY","101","164423"
"04-19-2023 03:20 PM","NATURE UNKNOWN","3400 BLOCK W LEROY ST","102","164373"
"04-19-2023 03:19 PM","POLICE SERVICE CALL","10800 BLOCK N 22ND ST","14","164421"
"04-19-2023 03:16 PM","MISDEMEANOR","3700 BLOCK W HILLSBOROUGH AVE","65","164325"
"04-19-2023 03:16 PM","MENTALLY ILL PERSON","GRID ONLY","99","164403"
"04-19-2023 03:15 PM","MISDEMEANOR","4700 BLOCK N HESPERIDES ST","67","164419"
"04-19-2023 03:15 PM","INFORMATION","N 22ND ST / E OSBORNE AVE","84","164418"
"04-19-2023 03:11 PM","LOST/STOLEN TAG","5200 BLOCK N 47TH ST","75","164415"
"04-19-2023 03:11 PM","FOLLOW UP INVESTIGATION","5000 BLOCK N ARMENIA AVE","66","164268"
"04-19-2023 03:10 PM","DISTURBANCE","4500 BLOCK W DR MARTIN LUTHER KING JR BLVD","89","164355"
"04-19-2023 03:09 PM","TRAFFIC LIGHT OUT","N ASHLEY DR / W KENNEDY BLVD","144","164391"
"04-19-2023 03:09 PM","BUILDING CHECK","5000 BLOCK N 47TH ST","75","164411"
"04-19-2023 03:08 PM","BUILDING CHECK","17400 BLOCK COMMERCE PARK BLVD","238","164409"
"04-19-2023 03:07 PM","FOLLOW UP INVESTIGATION","S DALE MABRY HWY / OHIO AVE","191","164408"
"04-19-2023 03:07 PM","VEHICLE STOP/TRAFFIC","N FLORIDA AVE / E 109TH AVE","10","164407"
"04-19-2023 03:06 PM","VEHICLE STOP/TRAFFIC","S 20TH ST / HEMLOCK ST","148","164406"
"04-19-2023 03:06 PM","INFORMATION","8400 BLOCK N 13TH ST","29","164404"
"04-19-2023 03:05 PM","TRAFFIC CRASH","W MAIN ST / N GOMEZ AVE","122","164402"
"04-19-2023 03:05 PM","FOLLOW UP INVESTIGATION","8700 BLOCK N 46TH ST","32","164397"
"04-19-2023 03:04 PM","FOLLOW UP INVESTIGATION","S DALE MABRY HWY / OHIO AVE","191","164389"
"04-19-2023 03:02 PM","NATURE UNKNOWN","2300 BLOCK W TAMPA BAY BLVD","92","164392"
"04-19-2023 03:01 PM","INFORMATION","3600 BLOCK E FRIERSON AVE","74","164363"
"04-19-2023 03:01 PM","INFORMATION","S WILLOW AVE / W DE LEON ST","161","164396"
"04-19-2023 03:00 PM","MISDEMEANOR","400 BLOCK E NORDICA ST","95","164393"
"04-19-2023 02:58 PM","GRAND THEFT","1900 BLOCK E PALM AVE","128","164260"
"04-19-2023 02:56 PM","FIGHT","8400 BLOCK N BROOKS ST","29","164394"
"04-19-2023 02:56 PM","TRAFFIC CRASH","N 40TH ST / E HANNA AVE","62","164358"
"04-19-2023 02:55 PM","ANIMAL NUISANCE","900 BLOCK E 109TH AVE","4","164388"
"04-19-2023 02:55 PM","MISDEMEANOR","3300 BLOCK N 15TH ST","107","164347"
"04-19-2023 02:51 PM","NATURE UNKNOWN","2900 BLOCK N 17TH ST","108","164375"
"04-19-2023 02:51 PM","INFORMATION","2100 BLOCK S DALE MABRY HWY","170","164377"
"04-19-2023 02:49 PM","MENTALLY ILL PERSON","GRID ONLY","39","164349"
"04-19-2023 02:49 PM","MENTALLY ILL PERSON","GRID ONLY","108","164369"
