"DISPATCHED","DESCRIPTION","ADDRESS","GRID","REPORT"
"04-23-2023 02:31 AM","DISABLED VEHICLE","E 6TH AVE / N 15TH ST","127","169740"
"04-23-2023 02:31 AM","INFORMATION","3300 BLOCK W HORATIO ST","158","169737"
"04-23-2023 02:29 AM","INFORMATION","E MCBERRY ST / N 30TH ST","73","169735"
"04-23-2023 02:28 AM","LOST/FOUND PROPERTY","1600 BLOCK E 7TH AVE","128","169738"
"04-23-2023 02:27 AM","MISSING PERS/RUNAWAY","2900 BLOCK E 23RD AVE","109","169700"
"04-23-2023 02:26 AM","TRAFFIC CRASH","N 14TH ST / ADAMO DR","145","169730"
"04-23-2023 02:26 AM","VEHICLE STOP/TRAFFIC","W PLATT ST / S WILLOW AVE","161","169736"
"04-23-2023 02:25 AM","BUILDING CHECK","4300 BLOCK W GANDY BLVD","187","169734"
"04-23-2023 02:24 AM","VEHICLE STOP/TRAFFIC","E 6TH AVE / N 15TH ST","127","169733"
"04-23-2023 02:21 AM","DISTURBANCE","1900 BLOCK W BRISTOL AVE","167","169717"
"04-23-2023 02:21 AM","DOMESTIC DISPUTE","E BOUGAINVILLEA AVE / N 11TH ST","12","169691"
"04-23-2023 02:20 AM","NATURE UNKNOWN","11100 BLOCK N NEBRASKA AVE","3","169703"
"04-23-2023 02:19 AM","VEHICLE STOP/TRAFFIC","1700 BLOCK E 9TH AVE","128","169731"
"04-23-2023 02:16 AM","RECKLESS DRIVING","W DAVIS BLVD / E DAVIS BLVD","133","169687"
"04-23-2023 02:15 AM","INFORMATION","3300 BLOCK N FLORIDA AVE","94","169719"
"04-23-2023 02:15 AM","HIT AND RUN","100 BLOCK N 12TH ST","145","169695"
"04-23-2023 02:14 AM","INFORMATION","W COLUMBUS DR / N DALE MABRY HWY","120","169728"
"04-23-2023 02:13 AM","VEHICLE STOP/TRAFFIC","E SLIGH AVE / N CENTRAL AVE","51","169727"
"04-23-2023 02:13 AM","DISTURBANCE","1500 BLOCK E 7TH AVE","128","169726"
"04-23-2023 02:12 AM","NATURE UNKNOWN","4300 BLOCK W SPRUCE ST","119","169722"
"04-23-2023 02:12 AM","DISTURBANCE","W AZEELE ST / S HOWARD AVE","160","169725"
"04-23-2023 02:12 AM","VEHICLE STOP/TRAFFIC","E 21ST AVE / N AV REPUBLICA DE CUBA","107","169724"
"04-23-2023 02:11 AM","DISTURBANCE","1400 BLOCK E 7TH AVE","127","169702"
"04-23-2023 02:11 AM","DISTURBANCE","N 46TH ST / E BUSCH BLVD","32","169689"
"04-23-2023 02:10 AM","VEHICLE STOP/TRAFFIC","N TAMPA ST / E JACKSON ST","144","169721"
"04-23-2023 02:08 AM","NATURE UNKNOWN","8300 BLOCK N 12TH ST","38","169712"
"04-23-2023 02:07 AM","VEHICLE STOP/TRAFFIC","E KENNEDY BLVD / N MARION ST","144","169720"
"04-23-2023 02:06 AM","BUILDING CHECK","1800 BLOCK N 50TH ST","131","169711"
"04-23-2023 02:05 AM","VEHICLE STOP/TRAFFIC","W PLATT ST / S MELVILLE AVE","160","169716"
"04-23-2023 02:05 AM","RESID/COMMERIAL ALARM","2300 BLOCK E HILLSBOROUGH AVE","73","169713"
"04-23-2023 02:03 AM","VEHICLE STOP/TRAFFIC","N HOWARD AVE / W MAIN ST","123","169714"
"04-23-2023 02:03 AM","MISDEMEANOR","N TALIAFERRO AVE / E WILDER AVE","70","169705"
"04-23-2023 02:02 AM","DISTURBANCE","4000 BLOCK N LOIS AVE","89","169693"
"04-23-2023 02:01 AM","VEHICLE STOP/TRAFFIC","N 15TH ST / ADAMO DR","145","169709"
"04-23-2023 02:00 AM","FIGHT","8200 BLOCK N NEBRASKA AVE","38","169708"
"04-23-2023 02:00 AM","DISABLED VEHICLE","3800 BLOCK N 22ND ST","97","169707"
"04-23-2023 01:58 AM","INFORMATION","1600 BLOCK W PLATT ST","161","169701"
"04-23-2023 01:56 AM","LOST/FOUND PROPERTY","1500 BLOCK E 7TH AVE","128","169704"
"04-23-2023 01:53 AM","VEHICLE STOP/TRAFFIC","N HOWARD AVE / W ARCH ST","138","169698"
"04-23-2023 01:51 AM","VEHICLE STOP/TRAFFIC","N 21ST ST / E 5TH AVE","128","169696"
"04-23-2023 01:49 AM","VEHICLE STOP/TRAFFIC","W PLATT ST / S ALBANY AVE","160","169694"
"04-23-2023 01:48 AM","ROBBERY","1900 BLOCK E HILLSBOROUGH AVE","60","169690"
"04-23-2023 01:46 AM","BUILDING CHECK","100 BLOCK W FLORIBRASKA AVE","105","169692"
"04-23-2023 01:41 AM","MISDEMEANOR","2600 BLOCK CORRINE ST","147","169677"
"04-23-2023 01:39 AM","PETTY THEFT","300 BLOCK S HOWARD AVE","160","169688"
"04-23-2023 01:35 AM","VEHICLE STOP/TRAFFIC","N 9TH ST / E MOHAWK AVE","59","169685"
"04-23-2023 01:34 AM","AUTO BURGLARY","500 BLOCK N BOULEVARD","155","169684"
"04-23-2023 01:29 AM","TRAFFIC CRASH","I275 / E SLIGH AVE","44","169676"
"04-23-2023 01:28 AM","ASSAULT/BATTERY","1600 BLOCK E 7TH AVE","128","169679"
"04-23-2023 01:28 AM","VEHICLE STOP/TRAFFIC","I275 / E HILLSBOROUGH AVE","70","169680"
"04-23-2023 01:28 AM","ANIMAL NUISANCE","2500 BLOCK ORIENT RD","132","169669"
"04-23-2023 01:27 AM","VEHICLE STOP/TRAFFIC","E HILLSBOROUGH AVE / N CENTRAL AVE","70","169678"
"04-23-2023 01:26 AM","VEHICLE STOP/TRAFFIC","E 6TH AVE / N 15TH ST","127","169675"
"04-23-2023 01:22 AM","DISTURBANCE","10100 BLOCK ARBOR RUN DR","253","169666"
"04-23-2023 01:22 AM","NATURE UNKNOWN","6300 BLOCK N ARMENIA AVE","48","169670"
"04-23-2023 01:19 AM","DISTURBANCE","2200 BLOCK N LOIS AVE","120","169663"
"04-23-2023 01:18 AM","DISTURBANCE","3400 BLOCK N 10TH ST","96","169652"
"04-23-2023 01:18 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N LOIS AVE","156","169668"
"04-23-2023 01:17 AM","FOLLOW UP INVESTIGATION","10000 BLOCK N 30TH ST","14","169660"
"04-23-2023 01:16 AM","AUTO BURGLARY","E 4TH AVE / N AV REPUBLICA DE CUBA","127","169667"
"04-23-2023 01:15 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N WILLOW AVE","161","169664"
"04-23-2023 01:14 AM","DISTURBANCE","1600 BLOCK W KENNEDY BLVD","155","169631"
"04-23-2023 01:12 AM","VEHICLE STOP/TRAFFIC","E PALM AVE / N 11TH ST","127","169662"
"04-23-2023 01:08 AM","VEHICLE STOP/TRAFFIC","N 22ND ST / E 4TH AVE","128","169659"
"04-23-2023 01:07 AM","BUILDING CHECK","2300 BLOCK E COLUMBUS DR","109","169657"
"04-23-2023 01:04 AM","VEHICLE STOP/TRAFFIC","E KENNEDY BLVD / N MARION ST","144","169651"
"04-23-2023 01:03 AM","RESID/COMMERIAL ALARM","3800 BLOCK W GANDY BLVD","184","169649"
"04-23-2023 01:02 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N LINCOLN AVE","158","169650"
"04-23-2023 01:02 AM","INFORMATION","3300 BLOCK N FLORIDA AVE","94","169640"
"04-23-2023 01:01 AM","BUILDING CHECK","600 BLOCK N 12TH ST","142","169648"
"04-23-2023 01:01 AM","BUILDING CHECK","1800 BLOCK E 7TH AVE","128","169647"
"04-23-2023 01:01 AM","BUILDING CHECK","1800 BLOCK E 7TH AVE","128","169646"
"04-23-2023 01:00 AM","BUILDING CHECK","1800 BLOCK E 7TH AVE","128","169645"
"04-23-2023 01:00 AM","BUILDING CHECK","1900 BLOCK E 7TH AVE","128","169644"
"04-23-2023 01:00 AM","BUILDING CHECK","1900 BLOCK E 7TH AVE","128","169643"
"04-23-2023 12:59 AM","BUILDING CHECK","1800 BLOCK E 7TH AVE","128","169642"
"04-23-2023 12:59 AM","DOMESTIC DISPUTE","8300 BLOCK N 12TH ST","38","169612"
"04-23-2023 12:58 AM","INFORMATION","W HORATIO ST / S DALE MABRY HWY","157","169641"
"04-23-2023 12:58 AM","INFORMATION","1600 BLOCK E 7TH AVE","128","169639"
"04-23-2023 12:57 AM","INFORMATION","E KENNEDY BLVD / N FRANKLIN ST","144","169638"
"04-23-2023 12:56 AM","VEHICLE STOP/TRAFFIC","W HILLSBOROUGH AVE / N MACDILL AVE","66","169637"
"04-23-2023 12:55 AM","VEHICLE STOP/TRAFFIC","N 15TH ST / E 7TH AVE","127","169636"
"04-23-2023 12:52 AM","TRAFFIC CRASH","1800 BLOCK N CLUB CT","13","169635"
"04-23-2023 12:52 AM","INFORMATION","7600 BLOCK W COURTNEY CAMPBELL CSWY","117","169628"
"04-23-2023 12:51 AM","MENTALLY ILL PERSON","GRID ONLY","128","169633"
"04-23-2023 12:51 AM","INFORMATION","N MACDILL AVE / W ABDELLA ST","102","169577"
"04-23-2023 12:51 AM","RESID/COMMERIAL ALARM","100 BLOCK W LINEBAUGH AVE","10","169634"
"04-23-2023 12:48 AM","VEHICLE STOP/TRAFFIC","AIR CARGO RD / W CREST AVE","67","169630"
"04-23-2023 12:47 AM","DISTURBANCE","5200 BLOCK N 36TH ST","74","169629"
"04-23-2023 12:47 AM","DOMESTIC DISPUTE","2200 BLOCK E OSBORNE AVE","85","169624"
"04-23-2023 12:45 AM","BUILDING CHECK","1800 BLOCK N 17TH ST","128","169626"
"04-23-2023 12:45 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169625"
"04-23-2023 12:44 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169623"
"04-23-2023 12:44 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169622"
"04-23-2023 12:44 AM","MENTALLY ILL PERSON","GRID ONLY","123","169619"
"04-23-2023 12:43 AM","BUILDING CHECK","1700 BLOCK E 8TH AVE","128","169621"
"04-23-2023 12:43 AM","VEHICLE STOP/TRAFFIC","N HOWARD AVE / W SAINT JOHN ST","114","169620"
"04-23-2023 12:42 AM","VEHICLE STOP/TRAFFIC","ADAMO DR / CHANNELSIDE DR","142","169618"
"04-23-2023 12:42 AM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W BAY VISTA AVE","181","169617"
"04-23-2023 12:42 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169616"
"04-23-2023 12:42 AM","INFORMATION","3000 BLOCK W DR MARTIN LUTHER KING JR BLVD","78","169615"
"04-23-2023 12:42 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169614"
"04-23-2023 12:42 AM","BUILDING CHECK","1700 BLOCK E 7TH AVE","128","169613"
"04-23-2023 12:38 AM","RECKLESS DRIVING","18200 BLOCK CRANE NEST DR","240","169609"
"04-23-2023 12:37 AM","INFORMATION","4400 BLOCK W SPRUCE ST","119","169599"
"04-23-2023 12:37 AM","BUILDING CHECK","18000 BLOCK LIZARDS TAIL RD","239","169610"
"04-23-2023 12:37 AM","NATURE UNKNOWN","6400 BLOCK CANOPY TREE DR","54","169603"
"04-23-2023 12:37 AM","RESID/COMMERIAL ALARM","3300 BLOCK W HILLSBOROUGH AVE","66","169608"
"04-23-2023 12:34 AM","RESID/COMMERIAL ALARM","1000 BLOCK W KENNEDY BLVD","161","169606"
"04-23-2023 12:33 AM","BURG OF A STRUCTURE","4300 BLOCK W NASSAU ST","119","170845"
"04-23-2023 12:32 AM","VEHICLE STOP/TRAFFIC","N 21ST ST / E 5TH AVE","128","169605"
"04-23-2023 12:31 AM","SUSPICIOUS VEHICLE","W GANDY BLVD / S WEST SHORE BLVD","186","169604"
"04-23-2023 12:30 AM","PROJECT","E FOWLER AVE / N NEBRASKA AVE","3","169601"
"04-23-2023 12:30 AM","DISTURBANCE","N ROME AVE / W BURKE ST","56","169598"
"04-23-2023 12:29 AM","DISTURBANCE","3800 BLOCK N CENTRAL AVE","95","169600"
"04-23-2023 12:28 AM","NATURE UNKNOWN","2500 BLOCK N CENTRAL AVE","116","169593"
"04-23-2023 12:27 AM","INFORMATION","4100 BLOCK GEORGE RD","117","169596"
"04-23-2023 12:27 AM","DISTURBANCE","1600 BLOCK E 8TH AVE","128","169588"
"04-23-2023 12:27 AM","VEHICLE STOP/TRAFFIC","I4 / N 50TH ST","131","169595"
"04-23-2023 12:26 AM","VEHICLE STOP/TRAFFIC","N ELMER ST / E WATERS AVE","39","169594"
"04-23-2023 12:26 AM","DISTURBANCE","1800 BLOCK E 7TH AVE","128","169586"
"04-23-2023 12:24 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N GOMEZ AVE","159","169591"
"04-23-2023 12:22 AM","VEHICLE STOP/TRAFFIC","E 6TH AVE / NUCCIO PKWY","127","169590"
"04-23-2023 12:22 AM","VEHICLE STOP/TRAFFIC","E 113TH AVE / N NEBRASKA AVE","4","169589"
"04-23-2023 12:21 AM","FIRE","S BERMUDA BLVD / SAXON ST","147","169581"
"04-23-2023 12:21 AM","DISTURBANCE","8700 BLOCK N 27TH ST","31","169585"
"04-23-2023 12:20 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169584"
"04-23-2023 12:20 AM","RESID/COMMERIAL ALARM","3100 BLOCK W HILLSBOROUGH AVE","66","169580"
"04-23-2023 12:20 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169583"
"04-23-2023 12:19 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169582"
"04-23-2023 12:19 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169579"
"04-23-2023 12:19 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169578"
"04-23-2023 12:18 AM","BUILDING CHECK","1600 BLOCK E 7TH AVE","128","169576"
"04-23-2023 12:17 AM","INFORMATION","ANDERSON RD / W HILLSBOROUGH AVE","64","169575"
"04-23-2023 12:16 AM","MISDEMEANOR","5400 BLOCK W KENNEDY BLVD","149","170833"
"04-23-2023 12:14 AM","LOST/FOUND PROPERTY","400 BLOCK N FRANKLIN ST","143","169573"
"04-23-2023 12:13 AM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N DALE MABRY HWY","157","169572"
"04-23-2023 12:13 AM","DISABLED VEHICLE","VETERANS EPWY N / W COURTNEY CAMPBELL CSWY","117","169570"
"04-23-2023 12:11 AM","ASSAULT/BATTERY","1 TAMPA GENERAL CIR","133","169569"
"04-23-2023 12:10 AM","DISTURBANCE","4200 BLOCK W BAY AVE","191","169565"
"04-23-2023 12:10 AM","DISTURBANCE","2300 BLOCK W HILLSBOROUGH AVE","56","169559"
"04-23-2023 12:09 AM","BUILDING CHECK","1500 BLOCK E 8TH AVE","128","169568"
"04-23-2023 12:08 AM","BUILDING CHECK","1500 BLOCK E 7TH AVE","128","169567"
"04-23-2023 12:08 AM","BUILDING CHECK","1500 BLOCK E 7TH AVE","128","169566"
"04-23-2023 12:08 AM","BUILDING CHECK","1500 BLOCK E 7TH AVE","128","169564"
"04-23-2023 12:08 AM","BUILDING CHECK","1500 BLOCK E 7TH AVE","128","169563"
"04-23-2023 12:07 AM","BUILDING CHECK","1500 BLOCK E 7TH AVE","128","169561"
"04-23-2023 12:05 AM","MISDEMEANOR","10900 BLOCK N NEBRASKA AVE","3","169558"
"04-23-2023 12:05 AM","SUSPICIOUS PERSON","W LAUREL ST / N CHURCH AVE","120","170844"
"04-23-2023 12:05 AM","DISTURBANCE","3400 BLOCK W OSBORNE AVE","65","169555"
"04-23-2023 12:04 AM","VEHICLE STOP/TRAFFIC","S WESTLAND AVE / W DE LEON ST","160","169557"
"04-23-2023 12:03 AM","DOMESTIC DISPUTE","10400 BLOCK N HARTTS DR","15","170850"
"04-23-2023 12:03 AM","INFORMATION","1700 BLOCK E 8TH AVE","128","169556"
"04-23-2023 12:02 AM","VEHICLE STOP/TRAFFIC","E BOUGAINVILLEA AVE / N LANTANA AVE","12","169553"
"04-22-2023 11:59 PM","NATURE UNKNOWN","10900 BLOCK N 15TH ST","4","169550"
"04-22-2023 11:59 PM","DISTURBANCE","5100 BLOCK PALM PARK CT","75","169551"
"04-22-2023 11:59 PM","RESID/COMMERIAL ALARM","500 BLOCK N FRANKLIN ST","143","169547"
"04-22-2023 11:58 PM","VEHICLE STOP/TRAFFIC","ANGEL OLIVA SENIOR ST / E 7TH AVE","128","169549"
"04-22-2023 11:55 PM","INFORMATION","N 40TH ST / E COLUMBUS DR","110","169546"
"04-22-2023 11:55 PM","VEHICLE STOP/TRAFFIC","S HOWARD AVE / W AZEELE ST","160","169545"
"04-22-2023 11:55 PM","RESID/COMMERIAL ALARM","6000 BLOCK RIVER TER","50","169544"
"04-22-2023 11:53 PM","INFORMATION","11200 BLOCK N 22ND ST","6","169542"
"04-22-2023 11:53 PM","BUILDING CHECK","N BOULEVARD / W SLIGH AVE","49","169543"
"04-22-2023 11:52 PM","RESID/COMMERIAL ALARM","4300 BLOCK W PALMIRA AVE","174","169528"
"04-22-2023 11:51 PM","BUILDING CHECK","11100 BLOCK N 46TH ST","8","169540"
"04-22-2023 11:49 PM","VEHICLE STOP/TRAFFIC","N 19TH ST / E 5TH AVE","128","169536"
"04-22-2023 11:47 PM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W GANDY BLVD","187","169534"
"04-22-2023 11:46 PM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N FREMONT AVE","160","169532"
"04-22-2023 11:46 PM","VEHICLE STOP/TRAFFIC","E PALM AVE / NUCCIO PKWY","127","169531"
"04-22-2023 11:46 PM","NATURE UNKNOWN","19100 BLOCK MEADOW PINE DR","244","169527"
"04-22-2023 11:46 PM","PARKING VIOLATION","1600 BLOCK E 3RD AVE","128","169530"
"04-22-2023 11:45 PM","VEHICLE STOP/TRAFFIC","S ARMENIA AVE / W CLEVELAND ST","159","169529"
"04-22-2023 11:45 PM","TRAFFIC CRASH","W COURTNEY CAMPBELL CSWY / EXIT 2A SR60 W COURTNEY CAMPBELL CSWY","117","169520"
"04-22-2023 11:44 PM","DISTURBANCE","1300 BLOCK W GRACE ST","139","169508"
"04-22-2023 11:44 PM","DOMESTIC DISPUTE","20100 BLOCK UMBRIA HILL DR","247","169522"
"04-22-2023 11:43 PM","BUILDING CHECK","100 BLOCK COLUMBIA DR","133","169525"
"04-22-2023 11:42 PM","NARCOTIC LAW (DRUGS)","ADAMO DR / N 26TH ST","147","169523"
"04-22-2023 11:40 PM","MISDEMEANOR","8200 BLOCK N NEBRASKA AVE","38","169504"
"04-22-2023 11:39 PM","DISTURBANCE","10100 BLOCK N 11TH ST","12","169511"
"04-22-2023 11:35 PM","BUILDING CHECK","CROSS CREEK BLVD / BROOKRON DR","253","169519"
"04-22-2023 11:33 PM","VEHICLE STOP/TRAFFIC","ANGEL OLIVA SENIOR ST / E 7TH AVE","128","169516"
"04-22-2023 11:32 PM","BUILDING CHECK","2900 BLOCK W GANDY BLVD","189","169515"
"04-22-2023 11:31 PM","BUILDING CHECK","E 3RD AVE / N 19TH ST","128","169513"
"04-22-2023 11:31 PM","DISTURBANCE","4800 BLOCK E 98TH AVE","24","169512"
"04-22-2023 11:30 PM","SUSPICIOUS PERSON","400 BLOCK E EMILY ST","95","169509"
"04-22-2023 11:29 PM","INFORMATION","E HARRISON ST / N CENTRAL AVE","141","169502"
"04-22-2023 11:25 PM","NATURE UNKNOWN","1700 BLOCK E GIDDENS AVE","72","169497"
"04-22-2023 11:23 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","169505"
"04-22-2023 11:23 PM","RESID/COMMERIAL ALARM","2700 BLOCK W KENNEDY BLVD","159","169496"
"04-22-2023 11:23 PM","SUSPICIOUS VEHICLE","9300 BLOCK MARGARET AVE","21","169501"
"04-22-2023 11:22 PM","DISTURBANCE","1700 BLOCK E GENESEE ST","84","169495"
"04-22-2023 11:21 PM","DISTURBANCE","3500 BLOCK W NORTH B ST","152","169492"
"04-22-2023 11:21 PM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W BALLAST POINT BLVD","187","169500"
"04-22-2023 11:21 PM","VEHICLE STOP/TRAFFIC","N 30TH ST / E BUSCH BLVD","31","169499"
"04-22-2023 11:17 PM","MISDEMEANOR","4600 BLOCK N DALE MABRY HWY","77","169486"
"04-22-2023 11:17 PM","VEHICLE STOP/TRAFFIC","E LINEBAUGH AVE / N NEBRASKA AVE","19","169491"
"04-22-2023 11:17 PM","VEHICLE STOP/TRAFFIC","W GANDY BLVD / S WEST SHORE BLVD","186","169490"
"04-22-2023 11:16 PM","VEHICLE STOP/TRAFFIC","S DALE MABRY HWY / W GANDY BLVD","187","169488"
"04-22-2023 11:15 PM","VEHICLE STOP/TRAFFIC","S HOWARD AVE / W HORATIO ST","160","169487"
"04-22-2023 11:13 PM","AGG ASSAULT/BATTERY","E CUMBERLAND AVE / S 12TH ST","145","169484"
"04-22-2023 11:13 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","169485"
"04-22-2023 11:11 PM","JUVENILE CURFEW LAW","1900 BLOCK N MITCHELL AVE","126","169483"
"04-22-2023 11:11 PM","VEHICLE STOP/TRAFFIC","N LOIS AVE / W NORTH A ST","150","169482"
"04-22-2023 11:08 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","169480"
"04-22-2023 11:08 PM","VEHICLE STOP/TRAFFIC","E 109TH AVE / N ARDEN AVE","11","169479"
"04-22-2023 11:07 PM","VEHICLE STOP/TRAFFIC","N ROME AVE / W GREEN ST","123","169478"
"04-22-2023 11:06 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","169477"
"04-22-2023 11:06 PM","MISSING PERS/RUNAWAY","8400 BLOCK N 15TH ST","29","169476"
"04-22-2023 11:04 PM","VEHICLE STOP/TRAFFIC","N 22ND ST / E 98TH AVE","21","169475"
"04-22-2023 11:04 PM","VEHICLE STOP/TRAFFIC","W KENNEDY BLVD / N STERLING AVE","158","169474"
"04-22-2023 11:03 PM","BUILDING CHECK","500 BLOCK E HUGH ST","106","169470"
"04-22-2023 11:03 PM","DISTURBANCE","3000 BLOCK W ABDELLA ST","103","169462"
"04-22-2023 11:02 PM","VEHICLE STOP/TRAFFIC","ADAMO DR / N 21ST ST","146","169471"
"04-22-2023 11:02 PM","INFORMATION","6200 BLOCK N 42ND ST","55","169466"
"04-22-2023 10:59 PM","VEHICLE STOP/TRAFFIC","ADAMO DR / N 26TH ST","147","169469"
"04-22-2023 10:58 PM","JUVENILE CURFEW LAW","4000 BLOCK W FAIRVIEW HTS","191","169468"
"04-22-2023 10:57 PM","INFORMATION","1500 BLOCK E 7TH AVE","128","169465"
"04-22-2023 10:57 PM","VEHICLE STOP/TRAFFIC","N 26TH ST / ADAMO DR","147","169463"
"04-22-2023 10:57 PM","DISTURBANCE","4300 BLOCK W HILLSBOROUGH AVE","64","169457"
"04-22-2023 10:56 PM","NARCOTIC LAW (DRUGS)","4800 BLOCK SANDRA DR","24","169449"
"04-22-2023 10:55 PM","VEHICLE STOP/TRAFFIC","N ARMENIA AVE / W MAIN ST","122","169461"
"04-22-2023 10:54 PM","VEHICLE STOP/TRAFFIC","N ROME AVE / W PALMETTO ST","114","169460"
"04-22-2023 10:54 PM","MISDEMEANOR","9500 BLOCK N FLORIDA AVE","19","169454"
"04-22-2023 10:53 PM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E SENECA AVE","11","169459"
"04-22-2023 10:51 PM","VEHICLE STOP/TRAFFIC","E 2ND AVE / N 26TH ST","129","169456"
"04-22-2023 10:49 PM","DISTURBANCE","1800 BLOCK E OKALOOSA AVE","30","169413"
"04-22-2023 10:47 PM","JUVENILE CURFEW LAW","8400 BLOCK MISSION CT","33","169453"
"04-22-2023 10:47 PM","NATURE UNKNOWN","5000 BLOCK N 39TH ST","74","169450"
"04-22-2023 10:46 PM","VEHICLE STOP/TRAFFIC","N 50TH ST / ADAMO DR","131","169451"
"04-22-2023 10:45 PM","NATURE UNKNOWN","6400 BLOCK CANOPY TREE DR","54","169441"
"04-22-2023 10:44 PM","INFORMATION","E COLUMBUS DR / N 21ST ST","108","169445"
"04-22-2023 10:42 PM","DISTURBANCE","2900 BLOCK W ROGERS AVE","189","169444"
"04-22-2023 10:42 PM","DISTURBANCE","200 BLOCK S TAMPANIA AVE","159","169387"
"04-22-2023 10:41 PM","VEHICLE STOP/TRAFFIC","N 22ND ST / I4","108","169448"
"04-22-2023 10:41 PM","MISDEMEANOR","I4 / N 50TH ST","131","169446"
"04-22-2023 10:40 PM","TRAFFIC CRASH","300 BLOCK WESTSHORE PLZ","149","169419"
"04-22-2023 10:40 PM","BUILDING CHECK","11100 BLOCK N 46TH ST","8","169443"
"04-22-2023 10:38 PM","VEHICLE STOP/TRAFFIC","N ROME AVE / W SAINT LOUIS ST","114","169442"
"04-22-2023 10:36 PM","LOST/STOLEN TAG","5000 BLOCK S HIMES AVE","188","169439"
"04-22-2023 10:35 PM","INFORMATION","1500 BLOCK WALNUT TER","124","169435"
"04-22-2023 10:33 PM","TRAFFIC CRASH","W DR MARTIN LUTHER KING JR BLVD / N BOULEVARD","93","169437"
"04-22-2023 10:32 PM","VEHICLE STOP/TRAFFIC","N 30TH ST / E ANNIE ST","22","169436"
"04-22-2023 10:31 PM","BUILDING CHECK","ANGEL OLIVA SENIOR ST / E 8TH AVE","128","169434"
"04-22-2023 10:31 PM","DISTURBANCE","N NEBRASKA AVE / E EMILY ST","95","169433"
"04-22-2023 10:31 PM","VEHICLE STOP/TRAFFIC","ADAMO DR / N 26TH ST","147","169432"
"04-22-2023 10:29 PM","SUSPICIOUS PERSON","2900 BLOCK W VIOLET ST","66","169427"
"04-22-2023 10:28 PM","NATURE UNKNOWN","6200 BLOCK N 42ND ST","55","169423"
"04-22-2023 10:28 PM","DISTURBANCE","8600 BLOCK N 17TH ST","30","169421"
"04-22-2023 10:26 PM","VEHICLE STOP/TRAFFIC","N 30TH ST / E 98TH AVE","22","169425"
"04-22-2023 10:25 PM","DISTURBANCE","800 BLOCK N ASHLEY DR","143","169393"
"04-22-2023 10:25 PM","MENTALLY ILL PERSON","GRID ONLY","128","169424"
"04-22-2023 10:24 PM","NATURE UNKNOWN","3900 BLOCK W OSBORNE AVE","68","169416"
"04-22-2023 10:24 PM","DISTURBANCE","4500 BLOCK E HENRY AVE","63","169422"
"04-22-2023 10:24 PM","TRAFFIC CONTROL","E HILLSBOROUGH AVE / N CHEROKEE AVE","70","169401"
"04-22-2023 10:23 PM","VEHICLE STOP/TRAFFIC","N NEBRASKA AVE / E 113TH AVE","4","169420"
"04-22-2023 10:22 PM","VEHICLE STOP/TRAFFIC","N 30TH ST / E BUSCH BLVD","31","169418"
"04-22-2023 10:22 PM","DISTURBANCE","S MACDILL AVE / W SWANN AVE","165","169410"
"04-22-2023 10:21 PM","VEHICLE STOP/TRAFFIC","ADAMO DR / N 26TH ST","147","169417"
"04-22-2023 10:19 PM","INFORMATION","600 BLOCK CHANNELSIDE DR","145","169414"
"04-22-2023 10:19 PM","INFORMATION","2500 BLOCK E CHELSEA ST","85","169412"
"04-22-2023 10:17 PM","BUILDING CHECK","N 17TH ST / E 8TH AVE","128","169411"
"04-22-2023 10:17 PM","VEHICLE STOP/TRAFFIC","W PINE ST / N ROME AVE","123","169409"
"04-22-2023 10:15 PM","BUILDING CHECK","3100 BLOCK W HARBOR VIEW AVE","182","169407"
"04-22-2023 10:14 PM","DISTURBANCE","1000 BLOCK SEVERN AVE","133","169405"
"04-22-2023 10:13 PM","INTOXICATED PERSON","2400 BLOCK W AZEELE ST","160","169404"
